timestamp,index,name,memory.used [MiB],memory.total [MiB],utilization.gpu [%],utilization.memory [%]
2026/05/13 21:45:52.958, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:45:57.960, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:45:57.962, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:02.963, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:02.965, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:07.966, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:07.968, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:12.970, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:12.972, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:17.973, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:17.974, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:22.976, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:22.978, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:27.979, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:27.981, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:32.983, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:32.984, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:37.986, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:37.991, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:42.993, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:42.996, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:47.997, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:47.998, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:53.002, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:53.004, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:58.006, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:46:58.007, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:03.009, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:03.011, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:08.012, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:08.014, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:13.016, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:13.019, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:18.021, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:18.024, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:23.026, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:23.027, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:28.029, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:28.032, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:33.033, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:33.035, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:38.037, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:38.039, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:43.041, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:43.044, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:48.046, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:48.054, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:53.061, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:53.062, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:58.064, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:47:58.066, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:03.068, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:03.069, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:08.071, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:08.072, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:13.074, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:13.076, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:18.078, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:18.079, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:23.081, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:23.083, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:28.084, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:28.086, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:33.088, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:33.089, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:38.091, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:38.093, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:43.094, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:43.096, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:48.098, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:48.099, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:53.103, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:53.104, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:58.106, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:48:58.108, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:03.109, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:03.111, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:08.113, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:08.114, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:13.116, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:13.118, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:18.119, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:18.121, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:23.122, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:23.124, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:28.126, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:28.128, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:33.129, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:33.131, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:38.132, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:38.134, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:43.136, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:43.138, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:48.139, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:48.141, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:53.143, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:53.144, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:58.145, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:49:58.147, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:03.148, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:03.149, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:08.151, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:08.152, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:13.154, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:13.156, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:18.157, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:18.158, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:23.160, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:23.162, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:28.163, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:28.164, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:33.166, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:33.167, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:38.168, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:38.170, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:43.172, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:43.173, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:48.174, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:48.176, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:53.178, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:53.180, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:58.182, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:50:58.183, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:03.185, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:03.186, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:08.187, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:08.189, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:13.191, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:13.192, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:18.194, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:18.196, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:23.197, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 97, 82
2026/05/13 21:51:23.198, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 97, 82
2026/05/13 21:51:28.202, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:28.206, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:33.208, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:33.209, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:38.211, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:38.212, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:43.214, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:43.216, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:48.218, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:48.221, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:53.222, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:53.224, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:58.226, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:51:58.227, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:03.229, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:03.231, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:08.232, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:08.234, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:13.236, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:13.238, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:18.239, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:18.241, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:23.243, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:23.244, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:28.246, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:28.247, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:33.249, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:33.251, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:38.252, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:38.254, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:43.256, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:43.258, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:48.259, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:48.262, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:53.264, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:53.266, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:58.267, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:52:58.269, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:03.271, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:03.273, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:08.274, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:08.276, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:13.277, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:13.279, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:18.281, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:18.282, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:23.284, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:23.286, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:28.287, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:28.466, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:33.469, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:33.471, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:38.472, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:38.474, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:43.476, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:43.477, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:48.478, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:48.480, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:53.481, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:53.483, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:58.484, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:53:58.486, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:03.488, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:03.490, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:08.492, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:08.493, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:13.494, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:13.496, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:18.497, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:18.499, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:23.503, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:23.504, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:28.506, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:28.508, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:33.510, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:33.511, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:38.513, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:38.514, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:43.516, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:43.517, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:48.518, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:48.521, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:53.522, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:53.524, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:58.526, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:54:58.529, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:03.531, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:03.532, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:08.534, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:08.536, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:13.538, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:13.539, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:18.541, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:18.542, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:23.544, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:23.546, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:28.548, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:28.549, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:33.551, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:33.553, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:38.554, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:38.556, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:43.558, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:43.559, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:48.561, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:48.563, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:53.564, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:53.566, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:58.567, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:55:58.571, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:03.572, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:03.576, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:08.577, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:08.579, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:13.580, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 97, 81
2026/05/13 21:56:13.582, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 97, 81
2026/05/13 21:56:18.583, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:18.584, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:23.586, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:23.588, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:28.589, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:28.591, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:33.592, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:33.594, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:38.596, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:38.597, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:43.599, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:43.602, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:48.604, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:48.606, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:53.607, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:53.608, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:58.610, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:56:58.612, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:57:03.613, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:57:03.616, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:57:08.617, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:57:08.618, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:57:13.621, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:57:13.622, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:57:18.623, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:57:18.626, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:57:23.627, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:57:23.628, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:57:28.630, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/13 21:57:28.632, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
