timestamp_unix,latency_ms,ok,http_status,gateway_instance,error
1782128515.850322,4.131,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128515.955107,5.046,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128516.061579,3.070,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128516.165822,4.929,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128516.271996,4.708,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128516.378634,5.657,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128516.486259,5.271,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128516.592074,4.117,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128516.699240,4.358,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128516.804400,5.177,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128516.909971,3.847,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128517.016793,4.420,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128517.126027,5.393,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128517.232113,2.903,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128517.337081,2.972,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128517.440947,4.546,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128517.546658,4.659,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128517.652054,4.711,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128517.762817,5.360,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128517.870144,5.183,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128517.976075,3.807,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128518.080309,5.269,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128518.186526,5.112,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128518.292862,5.347,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128518.398972,6.633,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128518.506055,2.868,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128518.611978,4.663,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128518.716975,4.345,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128518.822784,1.450,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128518.925115,1.330,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128519.028923,2.204,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128519.132307,4.293,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128519.237884,4.686,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128519.343061,5.128,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128519.449382,4.866,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128519.554914,4.486,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128519.660126,4.958,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128519.766142,5.457,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128519.871940,4.432,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128519.978121,5.380,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128520.088972,5.115,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128520.196161,5.111,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128520.302094,4.253,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128520.407872,5.048,1,200,inference-gateway-78cbd9f4cc-bf52k,
