2026/05/14 00:32:12.738, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:12.740, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:17.742, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:17.743, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:22.745, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:22.747, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:27.748, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:27.750, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:32.751, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 98, 84
2026/05/14 00:32:32.753, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 98, 84
2026/05/14 00:32:37.754, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:37.756, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:42.758, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:42.760, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:47.761, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:47.763, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:52.766, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:52.767, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:57.769, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:32:57.771, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:02.772, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:02.774, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:07.777, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:07.779, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:12.781, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:12.782, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:17.784, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:17.786, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:22.788, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:22.789, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:27.791, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:27.793, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:32.794, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:32.797, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:37.798, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:37.802, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:42.804, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:42.806, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:47.808, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:47.810, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:52.812, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:52.923, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:57.926, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:33:57.928, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:34:02.929, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:34:02.932, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:34:07.933, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:34:07.936, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:34:12.937, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:34:12.939, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:34:17.941, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:34:17.942, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
