timestamp_unix,latency_ms,ok,http_status,gateway_instance,error
1782128381.138172,7.487,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128381.246998,5.290,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128381.355415,5.187,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128381.461657,6.627,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128381.569128,5.044,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128381.675336,6.046,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128381.782459,4.616,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128381.888076,5.029,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128381.995059,1.847,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128382.100541,3.725,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128382.205033,3.409,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128382.309054,6.640,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128382.417049,5.105,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128382.523127,4.275,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128382.629419,6.254,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128382.736575,4.638,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128382.841978,4.622,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128382.947363,5.987,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128383.054040,5.267,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128383.160165,4.413,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128383.265126,5.824,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128383.372101,4.468,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128383.476955,4.744,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128383.582139,5.581,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128383.688130,4.913,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128383.794146,5.188,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128383.900023,5.221,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128384.005971,4.405,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128384.111165,4.578,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128384.219003,5.376,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128384.325334,2.316,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128384.428120,2.894,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128384.531935,3.450,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128384.636822,5.370,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128384.743266,5.094,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128384.849660,4.849,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128384.955201,4.824,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128385.065093,5.013,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128385.172400,6.625,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128385.280495,5.484,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128385.387624,4.724,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128385.497048,5.786,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128385.604342,4.757,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128385.710290,4.470,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128385.817455,4.716,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128385.923373,4.335,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128386.028064,4.322,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128386.133039,4.602,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128386.238291,5.533,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128386.345149,5.054,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128386.451436,4.879,1,200,inference-gateway-78cbd9f4cc-bf52k,
