ts,running,waiting,kv_cache_usage_perc,error
1783033542.147734,16.0,0.0,0.01870460276241015,
1783033542.2531698,16.0,0.0,0.01870460276241015,
1783033542.3582566,16.0,0.0,0.018779872793647234,
1783033542.4633548,16.0,0.0,0.019306763012306605,
1783033542.5684285,16.0,0.0,0.019306763012306605,
1783033542.6735554,16.0,0.0,0.019306763012306605,
1783033542.7786367,16.0,0.0,0.019306763012306605,
1783033542.8837118,16.0,0.0,0.019306763012306605,
1783033542.9887345,16.0,0.0,0.01990892326220317,
1783033543.0937247,16.0,0.0,0.01990892326220317,
1783033543.1987796,16.0,0.0,0.01990892326220317,
1783033543.3038514,16.0,0.0,0.01990892326220317,
1783033543.409177,16.0,0.0,0.01990892326220317,
1783033543.514489,16.0,0.0,0.01990892326220317,
1783033543.6198206,16.0,0.0,0.020511083512099626,
1783033543.7248921,16.0,0.0,0.020511083512099626,
1783033543.82997,16.0,0.0,0.020511083512099626,
1783033543.9352455,16.0,0.0,0.020511083512099626,
1783033544.0403728,16.0,0.0,0.020511083512099626,
1783033544.1454124,16.0,0.0,0.02058635354333671,
1783033544.250489,16.0,0.0,0.021113243761996192,
1783033544.3554883,16.0,0.0,0.021113243761996192,
1783033544.460528,16.0,0.0,0.021113243761996192,
1783033544.5656545,16.0,0.0,0.021113243761996192,
1783033544.6707034,16.0,0.0,0.021113243761996192,
1783033544.775771,16.0,0.0,0.021715404011892647,
1783033544.8808427,16.0,0.0,0.021715404011892647,
1783033544.9859192,16.0,0.0,0.021715404011892647,
1783033545.0909736,16.0,0.0,0.021715404011892647,
1783033545.1960382,16.0,0.0,0.021715404011892647,
1783033545.3013268,16.0,0.0,0.021715404011892647,
1783033545.4064183,16.0,0.0,0.022317564261789213,
1783033545.5114875,16.0,0.0,0.022317564261789213,
1783033545.6178374,16.0,0.0,0.022317564261789213,
1783033545.7236779,16.0,0.0,0.022317564261789213,
1783033545.8298361,16.0,0.0,0.022317564261789213,
1783033545.935416,16.0,0.0,0.022392834293026187,
1783033546.0407815,16.0,0.0,0.02291972451168567,
1783033546.1460402,16.0,0.0,0.02291972451168567,
1783033546.2512445,16.0,0.0,0.02291972451168567,
1783033546.3567874,16.0,0.0,0.02291972451168567,
1783033546.461999,16.0,0.0,0.02291972451168567,
1783033546.5675356,16.0,0.0,0.023521884761582124,
1783033546.6726842,16.0,0.0,0.023521884761582124,
1783033546.7779574,16.0,0.0,0.023521884761582124,
1783033546.8834825,16.0,0.0,0.023521884761582124,
1783033546.9891665,16.0,0.0,0.023521884761582124,
1783033547.094623,16.0,0.0,0.023597154792819208,
1783033547.2000637,16.0,0.0,0.02412404501147869,
